"Año","Trimestre","Provincia","Velocidad","Accesos"
"2022","2","Corrientes","1,2","3.819"
"2022","2","Corrientes","16","1.691"
"2022","2","Corrientes","17","1.108"
"2022","2","Corrientes","19","201"
"2022","2","Corrientes","2,2","2.959"
"2022","2","Corrientes","0,26","7.107"
"2022","2","Corrientes","31","20.498"
"2022","2","Corrientes","3,2","7.270"
"2022","2","Corrientes","34","1"
"2022","2","Corrientes","4,5","1.688"
"2022","2","Corrientes","0,51","10"
"2022","2","Corrientes","6,4","10.286"
"2022","2","Corrientes","0,75","57"
"2022","2","Corrientes","10,1","21.921"
"2022","2","Corrientes","12,3","171"
"2022","2","Corrientes","20,5","4.830"
"2022","2","Corrientes","25,1","1.235"
"2022","2","Corrientes","320","3.589"
"2022","2","Corrientes","50,1","28.844"
"2022","2","Corrientes","100,1","22.570"
"2022","2","Corrientes","1024","53"
"2022","2","Entre Ríos","1","113"
"2022","2","Entre Ríos","4","390"
"2022","2","Entre Ríos","6","5.012"
"2022","2","Entre Ríos","9","1.541"
"2022","2","Entre Ríos","10","3"
"2022","2","Entre Ríos","1,2","5.543"
"2022","2","Entre Ríos","16","3.636"
"2022","2","Entre Ríos","17","1"
"2022","2","Entre Ríos","19","719"
"2022","2","Entre Ríos","2,2","4.659"
"2022","2","Entre Ríos","0,26","16.759"
"2022","2","Entre Ríos","31","28.995"
"2022","2","Entre Ríos","3,2","11.198"
"2022","2","Entre Ríos","0,38","1"
"2022","2","Entre Ríos","4,5","2.393"
"2022","2","Entre Ríos","0,51","20"
"2022","2","Entre Ríos","6,4","24.985"
"2022","2","Entre Ríos","7,5","1.117"
"2022","2","Entre Ríos","0,75","86"
"2022","2","Entre Ríos","10,1","45.896"
"2022","2","Entre Ríos","12,3","4.337"
"2022","2","Entre Ríos","155","1"
"2022","2","Entre Ríos","20,5","9.819"
"2022","2","Entre Ríos","25,1","3.378"
"2022","2","Entre Ríos","320","4.973"
"2022","2","Entre Ríos","50,1","56.221"
"2022","2","Entre Ríos","100,1","37.479"
"2022","2","Entre Ríos","1024","77"
"2022","2","Formosa","6","3.085"
"2022","2","Formosa","9","88"
"2022","2","Formosa","1,2","407"
"2022","2","Formosa","16","538"
"2022","2","Formosa","19","195"
"2022","2","Formosa","2,2","1.896"
"2022","2","Formosa","0,26","590"
"2022","2","Formosa","31","278"
"2022","2","Formosa","3,2","9.891"
"2022","2","Formosa","36","5"
"2022","2","Formosa","41","16"
"2022","2","Formosa","4,5","3.289"
"2022","2","Formosa","0,51","49"
"2022","2","Formosa","6,4","5.673"
"2022","2","Formosa","7,5","26"
"2022","2","Formosa","0,75","48"
"2022","2","Formosa","10,1","19.592"
"2022","2","Formosa","12,3","326"
"2022","2","Formosa","20,5","5.271"
"2022","2","Formosa","25,1","317"
"2022","2","Formosa","320","1.094"
"2022","2","Formosa","50,1","7.583"
"2022","2","Formosa","100,1","7.608"
"2022","2","Formosa","1024","16"
"2022","2","Jujuy","6","4.736"
"2022","2","Jujuy","9","999"
"2022","2","Jujuy","1,2","1.829"
"2022","2","Jujuy","16","520"
"2022","2","Jujuy","19","4"
"2022","2","Jujuy","2,2","1.637"
"2022","2","Jujuy","0,26","2.453"
"2022","2","Jujuy","27","26"
"2022","2","Jujuy","31","162"
"2022","2","Jujuy","3,2","5.370"
"2022","2","Jujuy","4,5","2.855"
"2022","2","Jujuy","0,51","26"
"2022","2","Jujuy","6,4","4.860"
"2022","2","Jujuy","7,5","10"
"2022","2","Jujuy","0,75","32"
"2022","2","Jujuy","86","1"
"2022","2","Jujuy","10,1","14.781"
"2022","2","Jujuy","12,3","23.223"
"2022","2","Jujuy","203","1"
"2022","2","Jujuy","20,5","14.039"
"2022","2","Jujuy","25,1","361"
"2022","2","Jujuy","320","644"
"2022","2","Jujuy","50,1","29.231"
"2022","2","Jujuy","520","200"
"2022","2","Jujuy","100,1","7.308"
"2022","2","Jujuy","1024","6"
"2022","2","La Pampa","1","143"
"2022","2","La Pampa","2","185"
"2022","2","La Pampa","4","2.327"
"2022","2","La Pampa","6","2.420"
"2022","2","La Pampa","9","1.719"
"2022","2","La Pampa","1,2","1.744"
"2022","2","La Pampa","16","6.958"
"2022","2","La Pampa","2,2","3.758"
"2022","2","La Pampa","0,26","3.012"
"2022","2","La Pampa","31","5.178"
"2022","2","La Pampa","3,2","7.920"
"2022","2","La Pampa","36","1"
"2022","2","La Pampa","0,38","1"
"2022","2","La Pampa","4,5","3.412"
"2022","2","La Pampa","0,51","6"
"2022","2","La Pampa","61","63"
"2022","2","La Pampa","6,4","42.524"
"2022","2","La Pampa","7,5","118"
"2022","2","La Pampa","0,75","61"
"2022","2","La Pampa","10,1","8.005"
"2022","2","La Pampa","120","3"
"2022","2","La Pampa","122","36"
"2022","2","La Pampa","12,3","27"
"2022","2","La Pampa","20,5","4.815"
"2022","2","La Pampa","25,1","72"
"2022","2","La Pampa","320","24"
"2022","2","La Pampa","50,1","14.926"
"2022","2","La Pampa","100,1","2.069"
"2022","2","La Rioja","6","162"
"2022","2","La Rioja","9","85"
"2022","2","La Rioja","12","22"
"2022","2","La Rioja","1,2","728"
"2022","2","La Rioja","16","487"
"2022","2","La Rioja","2,2","8"
"2022","2","La Rioja","25","705"
"2022","2","La Rioja","31","4.512"
"2022","2","La Rioja","3,2","899"
"2022","2","La Rioja","4,5","2"
"2022","2","La Rioja","0,51","9"
"2022","2","La Rioja","6,4","2.108"
"2022","2","La Rioja","7,5","1"
"2022","2","La Rioja","0,75","9"
"2022","2","La Rioja","10,1","3.804"
"2022","2","La Rioja","12,3","15.641"
"2022","2","La Rioja","203","137"
"2022","2","La Rioja","20,5","7.664"
"2022","2","La Rioja","25,1","266"
"2022","2","La Rioja","320","473"
"2022","2","La Rioja","50,1","36.890"
"2022","2","La Rioja","100,1","11.417"
"2022","2","La Rioja","1024","1"
"2022","2","Mendoza","1","737"
"2022","2","Mendoza","2","1.348"
"2022","2","Mendoza","4","10.699"
"2022","2","Mendoza","6","892"
"2022","2","Mendoza","9","10.780"
"2022","2","Mendoza","10","1.629"
"2022","2","Mendoza","1,2","2.217"
"2022","2","Mendoza","16","19.422"
"2022","2","Mendoza","2,2","3.359"
"2022","2","Mendoza","25","11.992"
"2022","2","Mendoza","0,26","3.940"
"2022","2","Mendoza","31","53.578"
"2022","2","Mendoza","3,2","4.988"
"2022","2","Mendoza","37","63"
"2022","2","Mendoza","0,38","1"
"2022","2","Mendoza","41","37"
"2022","2","Mendoza","4,5","1.640"
"2022","2","Mendoza","46","1"
"2022","2","Mendoza","0,51","86"
"2022","2","Mendoza","61","2"
"2022","2","Mendoza","6,4","22.035"
"2022","2","Mendoza","71","2"
"2022","2","Mendoza","7,5","1.582"
"2022","2","Mendoza","0,75","16"
"2022","2","Mendoza","77","1"
"2022","2","Mendoza","91","1"
"2022","2","Mendoza","10,1","8.566"
"2022","2","Mendoza","12,3","36.586"
"2022","2","Mendoza","203","16"
"2022","2","Mendoza","20,5","8.130"
"2022","2","Mendoza","25,1","143"
"2022","2","Mendoza","320","1.925"
"2022","2","Mendoza","450","1"
"2022","2","Mendoza","50,1","58.158"
"2022","2","Mendoza","512","1"
"2022","2","Mendoza","100,1","14.986"
"2022","2","Mendoza","1024","2"
"2022","2","Misiones","4","4"
"2022","2","Misiones","6","6.237"
"2022","2","Misiones","9","48"
"2022","2","Misiones","10","6"
"2022","2","Misiones","12","4"
"2022","2","Misiones","1,2","3.808"
"2022","2","Misiones","15","1"
"2022","2","Misiones","16","3.272"
"2022","2","Misiones","17","1"
"2022","2","Misiones","19","246"
"2022","2","Misiones","2,2","11.079"
"2022","2","Misiones","0,26","8.350"
"2022","2","Misiones","31","18.797"
"2022","2","Misiones","3,2","5.407"
"2022","2","Misiones","41","71"
"2022","2","Misiones","4,5","1.622"
"2022","2","Misiones","46","264"
"2022","2","Misiones","0,51","47"
"2022","2","Misiones","61","19"
"2022","2","Misiones","6,4","12.905"
"2022","2","Misiones","7,5","585"
"2022","2","Misiones","0,75","4"
"2022","2","Misiones","77","553"
"2022","2","Misiones","10,1","21.073"
"2022","2","Misiones","12,3","177"
"2022","2","Misiones","203","3.852"
"2022","2","Misiones","20,5","9.073"
"2022","2","Misiones","25,1","979"
"2022","2","Misiones","320","3.648"
"2022","2","Misiones","50,1","39.048"
"2022","2","Misiones","100,1","27.583"
"2022","2","Misiones","1024","50"
"2022","2","Neuquén","1","458"
"2022","2","Neuquén","4","10.737"
"2022","2","Neuquén","6","9.295"
"2022","2","Neuquén","9","7.418"
"2022","2","Neuquén","1,2","541"
"2022","2","Neuquén","15","1"
"2022","2","Neuquén","16","4.702"
"2022","2","Neuquén","19","765"
"2022","2","Neuquén","2,2","1.561"
"2022","2","Neuquén","0,26","18.717"
"2022","2","Neuquén","31","12.119"
"2022","2","Neuquén","3,2","6.881"
"2022","2","Neuquén","41","57"
"2022","2","Neuquén","4,5","1.464"
"2022","2","Neuquén","0,51","62"
"2022","2","Neuquén","6,4","8.888"
"2022","2","Neuquén","65","4"
"2022","2","Neuquén","7,5","276"
"2022","2","Neuquén","0,75","72"
"2022","2","Neuquén","10,1","7.372"
"2022","2","Neuquén","12,3","1.198"
"2022","2","Neuquén","155","142"
"2022","2","Neuquén","203","54"
"2022","2","Neuquén","20,5","2.539"
"2022","2","Neuquén","25,1","1.572"
"2022","2","Neuquén","320","5.016"
"2022","2","Neuquén","50,1","35.827"
"2022","2","Neuquén","100,1","24.168"
"2022","2","Neuquén","1024","62"
"2022","2","Río Negro","1","501"
"2022","2","Río Negro","4","7.796"
"2022","2","Río Negro","6","1.900"
"2022","2","Río Negro","9","9.421"
"2022","2","Río Negro","10","4"
"2022","2","Río Negro","12","18"
"2022","2","Río Negro","1,2","726"
"2022","2","Río Negro","16","9.226"
"2022","2","Río Negro","19","586"
"2022","2","Río Negro","2,2","2.935"
"2022","2","Río Negro","0,26","24.270"
"2022","2","Río Negro","31","16.128"
"2022","2","Río Negro","3,2","6.758"
"2022","2","Río Negro","41","126"
"2022","2","Río Negro","4,5","2.944"
"2022","2","Río Negro","0,51","36"
"2022","2","Río Negro","61","104"
"2022","2","Río Negro","6,4","11.031"
"2022","2","Río Negro","0,75","75"
"2022","2","Río Negro","81","60"
"2022","2","Río Negro","10,1","8.513"
"2022","2","Río Negro","120","1"
"2022","2","Río Negro","122","77"
"2022","2","Río Negro","12,3","10.313"
"2022","2","Río Negro","125","34"
"2022","2","Río Negro","155","1"
"2022","2","Río Negro","203","34"
"2022","2","Río Negro","20,5","7.025"
"2022","2","Río Negro","25,1","2.815"
"2022","2","Río Negro","256","8"
"2022","2","Río Negro","320","2.074"
"2022","2","Río Negro","50,1","19.508"
"2022","2","Río Negro","512","4"
"2022","2","Río Negro","540","40"
"2022","2","Río Negro","945","110"
"2022","2","Río Negro","100,1","14.538"
"2022","2","Río Negro","1024","24"
"2022","2","Salta","1","1"
"2022","2","Salta","4","8"
"2022","2","Salta","6","4.391"
"2022","2","Salta","9","5.541"
"2022","2","Salta","1,2","1.529"
"2022","2","Salta","16","2.217"
"2022","2","Salta","19","7"
"2022","2","Salta","2,2","1.553"
"2022","2","Salta","0,26","6.494"
"2022","2","Salta","31","141"
"2022","2","Salta","3,2","7.972"
"2022","2","Salta","4,5","8.200"
"2022","2","Salta","0,51","41"
"2022","2","Salta","6,4","11.608"
"2022","2","Salta","7,5","303"
"2022","2","Salta","0,75","73"
"2022","2","Salta","10,1","66.817"
"2022","2","Salta","12,3","429"
"2022","2","Salta","20,5","3.359"
"2022","2","Salta","25,1","1.030"
"2022","2","Salta","320","4.472"
"2022","2","Salta","50,1","48.787"
"2022","2","Salta","100,1","28.182"
"2022","2","Salta","1024","22"
"2022","2","San Juan","1","723"
"2022","2","San Juan","4","11.509"
"2022","2","San Juan","6","2.024"
"2022","2","San Juan","9","9.391"
"2022","2","San Juan","10","48"
"2022","2","San Juan","1,2","1.304"
"2022","2","San Juan","16","10.662"
"2022","2","San Juan","2,2","1.405"
"2022","2","San Juan","25","2.601"
"2022","2","San Juan","0,26","11.617"
"2022","2","San Juan","31","10.387"
"2022","2","San Juan","3,2","11.493"
"2022","2","San Juan","41","3"
"2022","2","San Juan","4,5","860"
"2022","2","San Juan","0,51","21"
"2022","2","San Juan","61","1"
"2022","2","San Juan","6,4","3.094"
"2022","2","San Juan","7,5","1.174"
"2022","2","San Juan","0,75","3"
"2022","2","San Juan","10,1","663"
"2022","2","San Juan","12,3","13.529"
"2022","2","San Juan","20,5","458"
"2022","2","San Juan","25,1","811"
"2022","2","San Juan","320","13"
"2022","2","San Juan","50,1","6.215"
"2022","2","San Juan","100,1","398"
"2022","2","San Luis","1","163"
"2022","2","San Luis","4","1.418"
"2022","2","San Luis","6","119"
"2022","2","San Luis","9","2.373"
"2022","2","San Luis","10","1.024"
"2022","2","San Luis","1,2","143"
"2022","2","San Luis","16","1.827"
"2022","2","San Luis","2,2","100"
"2022","2","San Luis","0,26","14.815"
"2022","2","San Luis","31","2"
"2022","2","San Luis","3,2","1.251"
"2022","2","San Luis","41","8"
"2022","2","San Luis","47","3"
"2022","2","San Luis","0,51","59"
"2022","2","San Luis","6,4","3.952"
"2022","2","San Luis","7,5","113"
"2022","2","San Luis","0,75","1"
"2022","2","San Luis","10,1","17.707"
"2022","2","San Luis","12,3","9.048"
"2022","2","San Luis","20,5","177"
"2022","2","San Luis","25,1","67.438"
"2022","2","Santa Cruz","1","218"
"2022","2","Santa Cruz","4","2.001"
"2022","2","Santa Cruz","6","1.921"
"2022","2","Santa Cruz","9","2.318"
"2022","2","Santa Cruz","10","11"
"2022","2","Santa Cruz","1,2","6.623"
"2022","2","Santa Cruz","16","4.597"
"2022","2","Santa Cruz","19","940"
"2022","2","Santa Cruz","2,2","2.299"
"2022","2","Santa Cruz","25","275"
"2022","2","Santa Cruz","0,26","644"
"2022","2","Santa Cruz","31","321"
"2022","2","Santa Cruz","3,2","2.859"
"2022","2","Santa Cruz","36","427"
"2022","2","Santa Cruz","0,38","3"
"2022","2","Santa Cruz","41","35"
"2022","2","Santa Cruz","4,5","962"
"2022","2","Santa Cruz","0,51","26"
"2022","2","Santa Cruz","6,4","2.306"
"2022","2","Santa Cruz","7,5","20"
"2022","2","Santa Cruz","0,75","23"
"2022","2","Santa Cruz","77","104"
"2022","2","Santa Cruz","10,1","9.020"
"2022","2","Santa Cruz","12,3","6.061"
"2022","2","Santa Cruz","20,5","287"
"2022","2","Santa Cruz","25,1","1.865"
"2022","2","Santa Cruz","50,1","2.869"
"2022","2","Santa Cruz","100,1","150"
"2022","2","Santa Fe","1","5"
"2022","2","Santa Fe","4","172"
"2022","2","Santa Fe","6","23.590"
"2022","2","Santa Fe","9","10.767"
"2022","2","Santa Fe","10","754"
"2022","2","Santa Fe","1,2","11.752"
"2022","2","Santa Fe","14","135"
"2022","2","Santa Fe","16","16.306"
"2022","2","Santa Fe","17","61"
"2022","2","Santa Fe","19","1.727"
"2022","2","Santa Fe","2,2","9.722"
"2022","2","Santa Fe","25","39"
"2022","2","Santa Fe","0,26","17.584"
"2022","2","Santa Fe","31","34.395"
"2022","2","Santa Fe","3,2","39.653"
"2022","2","Santa Fe","36","9"
"2022","2","Santa Fe","37","18"
"2022","2","Santa Fe","0,38","32"
"2022","2","Santa Fe","39","2"
"2022","2","Santa Fe","41","1.763"
"2022","2","Santa Fe","4,5","4.424"
"2022","2","Santa Fe","46","101"
"2022","2","Santa Fe","0,51","335"
"2022","2","Santa Fe","61","438"
"2022","2","Santa Fe","6,4","60.973"
"2022","2","Santa Fe","7,5","4.426"
"2022","2","Santa Fe","0,75","101"
"2022","2","Santa Fe","81","1.605"
"2022","2","Santa Fe","97","1"
"2022","2","Santa Fe","10,1","188.434"
"2022","2","Santa Fe","122","84"
"2022","2","Santa Fe","12,3","7.412"
"2022","2","Santa Fe","155","767"
"2022","2","Santa Fe","203","116"
"2022","2","Santa Fe","20,5","48.492"
"2022","2","Santa Fe","25,1","23.823"
"2022","2","Santa Fe","320","18.039"
"2022","2","Santa Fe","473","1"
"2022","2","Santa Fe","50,1","209.832"
"2022","2","Santa Fe","768","1"
"2022","2","Santa Fe","100,1","140.772"
"2022","2","Santa Fe","1024","196"
"2022","2","Santiago Del Estero","1","908"
"2022","2","Santiago Del Estero","2","307"
"2022","2","Santiago Del Estero","6","385"
"2022","2","Santiago Del Estero","9","12"
"2022","2","Santiago Del Estero","1,2","493"
"2022","2","Santiago Del Estero","16","592"
"2022","2","Santiago Del Estero","2,2","380"
"2022","2","Santiago Del Estero","0,26","792"
"2022","2","Santiago Del Estero","31","418"
"2022","2","Santiago Del Estero","3,2","11.321"
"2022","2","Santiago Del Estero","41","36"
"2022","2","Santiago Del Estero","4,5","1.267"
"2022","2","Santiago Del Estero","0,51","39"
"2022","2","Santiago Del Estero","6,4","15.921"
"2022","2","Santiago Del Estero","7,5","1.450"
"2022","2","Santiago Del Estero","0,75","139"
"2022","2","Santiago Del Estero","10,1","58.469"
"2022","2","Santiago Del Estero","12,3","11.111"
"2022","2","Santiago Del Estero","20,5","2.903"
"2022","2","Santiago Del Estero","25,1","465"
"2022","2","Santiago Del Estero","320","502"
"2022","2","Santiago Del Estero","50,1","4.247"
"2022","2","Santiago Del Estero","512","1"
"2022","2","Santiago Del Estero","100,1","5.882"
"2022","2","Santiago Del Estero","1024","4"
"2022","2","Tierra Del Fuego","1","318"
"2022","2","Tierra Del Fuego","4","3.740"
"2022","2","Tierra Del Fuego","6","315"
"2022","2","Tierra Del Fuego","9","9.297"
"2022","2","Tierra Del Fuego","10","20"
"2022","2","Tierra Del Fuego","1,2","513"
"2022","2","Tierra Del Fuego","16","7.743"
"2022","2","Tierra Del Fuego","19","207"
"2022","2","Tierra Del Fuego","2,2","1"
"2022","2","Tierra Del Fuego","25","96"
"2022","2","Tierra Del Fuego","0,26","3.351"
"2022","2","Tierra Del Fuego","31","128"
"2022","2","Tierra Del Fuego","3,2","8"
"2022","2","Tierra Del Fuego","36","2"
"2022","2","Tierra Del Fuego","41","11"
"2022","2","Tierra Del Fuego","4,5","2.133"
"2022","2","Tierra Del Fuego","0,51","11"
"2022","2","Tierra Del Fuego","61","53"
"2022","2","Tierra Del Fuego","6,4","5.855"
"2022","2","Tierra Del Fuego","0,75","11"
"2022","2","Tierra Del Fuego","10,1","5.511"
"2022","2","Tierra Del Fuego","12,3","11.941"
"2022","2","Tierra Del Fuego","155","32"
"2022","2","Tierra Del Fuego","203","1"
"2022","2","Tierra Del Fuego","20,5","77"
"2022","2","Tierra Del Fuego","25,1","1.523"
"2022","2","Tierra Del Fuego","50,1","832"
"2022","2","Tierra Del Fuego","100,1","39"
"2022","2","Tierra Del Fuego","1075","1"
"2022","2","Tucumán","4","2.271"
"2022","2","Tucumán","6","1.194"
"2022","2","Tucumán","9","145"
"2022","2","Tucumán","10","190"
"2022","2","Tucumán","1,2","2.195"
"2022","2","Tucumán","16","2.576"
"2022","2","Tucumán","20","1"
"2022","2","Tucumán","2,2","119"
"2022","2","Tucumán","25","65"
"2022","2","Tucumán","0,26","281"
"2022","2","Tucumán","27","10"
"2022","2","Tucumán","31","1.247"
"2022","2","Tucumán","3,2","9.000"
"2022","2","Tucumán","36","1"
"2022","2","Tucumán","4,5","350"
"2022","2","Tucumán","0,51","19"
"2022","2","Tucumán","56","1"
"2022","2","Tucumán","6,4","21.527"
"2022","2","Tucumán","71","1"
"2022","2","Tucumán","7,5","157"
"2022","2","Tucumán","0,75","20"
"2022","2","Tucumán","10,1","43.021"
"2022","2","Tucumán","12,3","6.939"
"2022","2","Tucumán","165","1"
"2022","2","Tucumán","203","3"
"2022","2","Tucumán","20,5","14.118"
"2022","2","Tucumán","25,1","3.541"
"2022","2","Tucumán","320","5.598"
"2022","2","Tucumán","50,1","81.869"
"2022","2","Tucumán","512","1"
"2022","2","Tucumán","700","1"
"2022","2","Tucumán","100,1","58.051"
"2022","2","Tucumán","1024","14"
"2022","1","Buenos Aires","1","5.958"
"2022","1","Buenos Aires","2","351"
"2022","1","Buenos Aires","4","50.532"
"2022","1","Buenos Aires","5","65"
"2022","1","Buenos Aires","6","34.623"
"2022","1","Buenos Aires","8","289"
"2022","1","Buenos Aires","9","74.897"
"2022","1","Buenos Aires","10","231"
"2022","1","Buenos Aires","12","10"
"2022","1","Buenos Aires","1,2","24.098"
"2022","1","Buenos Aires","14","128"
"2022","1","Buenos Aires","15","33"
"2022","1","Buenos Aires","16","97.049"
"2022","1","Buenos Aires","17","301"
"2022","1","Buenos Aires","18","2"
"2022","1","Buenos Aires","19","20.609"
"2022","1","Buenos Aires","22","4"
"2022","1","Buenos Aires","2,2","24.766"
"2022","1","Buenos Aires","23","1"
"2022","1","Buenos Aires","24","18"
"2022","1","Buenos Aires","25","25"
"2022","1","Buenos Aires","0,26","26.280"
"2022","1","Buenos Aires","31","726.501"
"2022","1","Buenos Aires","32","1.397"
"2022","1","Buenos Aires","3,2","65.112"
"2022","1","Buenos Aires","34","7"
"2022","1","Buenos Aires","35","2"
"2022","1","Buenos Aires","36","873"
"2022","1","Buenos Aires","0,38","19"
"2022","1","Buenos Aires","41","3.302"
"2022","1","Buenos Aires","45","9"
"2022","1","Buenos Aires","4,5","13.729"
"2022","1","Buenos Aires","50","1"
"2022","1","Buenos Aires","0,51","31.380"
"2022","1","Buenos Aires","56","59"
"2022","1","Buenos Aires","59","2"
"2022","1","Buenos Aires","60","59"
"2022","1","Buenos Aires","61","426.428"
"2022","1","Buenos Aires","62","78"
"2022","1","Buenos Aires","63","2"
"2022","1","Buenos Aires","6,4","124.179"
"2022","1","Buenos Aires","66","6"
"2022","1","Buenos Aires","6,7","25"
"2022","1","Buenos Aires","71","3.163"
"2022","1","Buenos Aires","7,5","11.296"
"2022","1","Buenos Aires","0,75","192"
"2022","1","Buenos Aires","77","100.884"
"2022","1","Buenos Aires","80","4"
"2022","1","Buenos Aires","81","212"
"2022","1","Buenos Aires","82","2"
"2022","1","Buenos Aires","90","14"
"2022","1","Buenos Aires","91","3"
"2022","1","Buenos Aires","95","6"
"2022","1","Buenos Aires","10,1","235.043"
"2022","1","Buenos Aires","122","308"
"2022","1","Buenos Aires","12,3","32.963"
"2022","1","Buenos Aires","126","2"
"2022","1","Buenos Aires","127","2"
"2022","1","Buenos Aires","155","105.350"
"2022","1","Buenos Aires","160","2"
"2022","1","Buenos Aires","164","6"
"2022","1","Buenos Aires","203","697"
"2022","1","Buenos Aires","20,5","139.032"
"2022","1","Buenos Aires","220","1"
"2022","1","Buenos Aires","246","38"
"2022","1","Buenos Aires","25,1","114.692"
"2022","1","Buenos Aires","256","8"
"2022","1","Buenos Aires","270","13"
"2022","1","Buenos Aires","320","139.417"
"2022","1","Buenos Aires","350","8"
"2022","1","Buenos Aires","500","5"
"2022","1","Buenos Aires","50,1","1.006.534"
"2022","1","Buenos Aires","512","13.171"
"2022","1","Buenos Aires","520","22"
"2022","1","Buenos Aires","640","696"
"2022","1","Buenos Aires","100,1","886.665"
"2022","1","Buenos Aires","1024","11.533"
"2022","1","CABA","1","1.407"
"2022","1","CABA","4","13.670"
"2022","1","CABA","6","3.506"
"2022","1","CABA","9","18.196"
"2022","1","CABA","10","3"
"2022","1","CABA","12","5"
"2022","1","CABA","1,2","4.168"
"2022","1","CABA","16","31.903"
"2022","1","CABA","17","5"
"2022","1","CABA","19","15.630"
"2022","1","CABA","22","1"
"2022","1","CABA","2,2","316"
"2022","1","CABA","0,26","1.717"
"2022","1","CABA","31","59.618"
"2022","1","CABA","3,2","5.393"
"2022","1","CABA","36","9"
"2022","1","CABA","0,38","31"
"2022","1","CABA","40","60"
"2022","1","CABA","41","124"
"2022","1","CABA","4,5","992"
"2022","1","CABA","0,51","461"
"2022","1","CABA","56","1"
"2022","1","CABA","61","100.334"
"2022","1","CABA","6,4","16.041"
"2022","1","CABA","67","1"
"2022","1","CABA","71","3"
"2022","1","CABA","7,5","7"
"2022","1","CABA","0,75","35"
"2022","1","CABA","77","31.684"
"2022","1","CABA","81","8"
"2022","1","CABA","10,1","59.184"
"2022","1","CABA","120","1"
"2022","1","CABA","122","5"
"2022","1","CABA","12,3","4.423"
"2022","1","CABA","126","3"
"2022","1","CABA","155","41.444"
"2022","1","CABA","164","5"
"2022","1","CABA","203","2.590"
"2022","1","CABA","20,5","9.087"
"2022","1","CABA","225","1"
"2022","1","CABA","234","1"
"2022","1","CABA","25,1","33.645"
"2022","1","CABA","256","1.399"
"2022","1","CABA","300","1"
"2022","1","CABA","320","98.441"
"2022","1","CABA","330","2"
"2022","1","CABA","450","2"
"2022","1","CABA","50,1","420.771"
"2022","1","CABA","512","4.408"
"2022","1","CABA","768","1"
"2022","1","CABA","850","1"
"2022","1","CABA","100,1","427.452"
"2022","1","CABA","1024","9.345"
"2022","1","Catamarca","6","18"
"2022","1","Catamarca","10","3"
"2022","1","Catamarca","1,2","456"
"2022","1","Catamarca","16","841"
"2022","1","Catamarca","2,2","144"
"2022","1","Catamarca","25","2.573"
"2022","1","Catamarca","0,26","2.207"
"2022","1","Catamarca","31","960"
"2022","1","Catamarca","3,2","1.542"
"2022","1","Catamarca","0,51","34"
"2022","1","Catamarca","6,4","2.682"
"2022","1","Catamarca","7,5","2"
"2022","1","Catamarca","0,75","37"
"2022","1","Catamarca","10,1","7.004"
"2022","1","Catamarca","12,3","3.181"
"2022","1","Catamarca","203","42"
"2022","1","Catamarca","20,5","4.751"
"2022","1","Catamarca","25,1","228"
"2022","1","Catamarca","320","1.332"
"2022","1","Catamarca","50,1","21.877"
"2022","1","Catamarca","100,1","12.464"
"2022","1","Chaco","4","167"
"2022","1","Chaco","0,5","111"
"2022","1","Chaco","6","1.757"
"2022","1","Chaco","9","1.248"
"2022","1","Chaco","10","1"
"2022","1","Chaco","1,2","988"
"2022","1","Chaco","1,5","25"
"2022","1","Chaco","16","1.603"
"2022","1","Chaco","19","270"
"2022","1","Chaco","2,2","1.007"
"2022","1","Chaco","0,26","7.580"
"2022","1","Chaco","31","11.170"
"2022","1","Chaco","3,2","4.776"
"2022","1","Chaco","41","18"
"2022","1","Chaco","4,5","368"
"2022","1","Chaco","0,51","234"
"2022","1","Chaco","0,63","225"
"2022","1","Chaco","6,4","8.788"
"2022","1","Chaco","7,5","575"
"2022","1","Chaco","0,75","2"
"2022","1","Chaco","10,1","19.411"
"2022","1","Chaco","12,3","2.161"
"2022","1","Chaco","20,5","16.864"
"2022","1","Chaco","25,1","1.853"
"2022","1","Chaco","320","3.540"
"2022","1","Chaco","50,1","36.088"
"2022","1","Chaco","100,1","23.289"
"2022","1","Chubut","1","1.069"
"2022","1","Chubut","4","12.765"
"2022","1","Chubut","6","2.415"
"2022","1","Chubut","9","13.196"
"2022","1","Chubut","10","638"
"2022","1","Chubut","12","1"
"2022","1","Chubut","1,2","608"
"2022","1","Chubut","16","18.909"
"2022","1","Chubut","2,2","5.624"
"2022","1","Chubut","25","1.190"
"2022","1","Chubut","0,26","15.607"
"2022","1","Chubut","31","9.160"
"2022","1","Chubut","3,2","18.839"
"2022","1","Chubut","0,38","8"
"2022","1","Chubut","41","10"
"2022","1","Chubut","4,5","5.529"
"2022","1","Chubut","0,51","73"
"2022","1","Chubut","6,4","16.197"
"2022","1","Chubut","7,5","180"
"2022","1","Chubut","0,75","32"
"2022","1","Chubut","10,1","17.842"
"2022","1","Chubut","12,3","13.910"
"2022","1","Chubut","203","1"
"2022","1","Chubut","20,5","260"
"2022","1","Chubut","25,1","4.134"
"2022","1","Chubut","320","25"
"2022","1","Chubut","50,1","13.124"
"2022","1","Chubut","100,1","282"
"2022","1","Córdoba","1","91"
"2022","1","Córdoba","2","7"
"2022","1","Córdoba","4","4.990"
"2022","1","Córdoba","6","8.543"
"2022","1","Córdoba","7","13"
