"Año","Trimestre","Provincia","Velocidad","Accesos"
"2024","1","Formosa","4,5","3.296"
"2024","1","Formosa","0,51","49"
"2024","1","Formosa","6,4","5.047"
"2024","1","Formosa","7,5","108"
"2024","1","Formosa","0,75","35"
"2024","1","Formosa","10,1","10.654"
"2024","1","Formosa","12,3","40"
"2024","1","Formosa","20,5","2.964"
"2024","1","Formosa","25,1","9"
"2024","1","Formosa","320","11.104"
"2024","1","Formosa","50,1","1.361"
"2024","1","Formosa","512","581"
"2024","1","Formosa","100,1","11.492"
"2024","1","Formosa","1024","109"
"2024","1","Jujuy","6","5.128"
"2024","1","Jujuy","9","946"
"2024","1","Jujuy","1,2","1.268"
"2024","1","Jujuy","16","362"
"2024","1","Jujuy","19","4"
"2024","1","Jujuy","2,2","1.637"
"2024","1","Jujuy","0,26","1.970"
"2024","1","Jujuy","31","268"
"2024","1","Jujuy","3,2","2.959"
"2024","1","Jujuy","45","1"
"2024","1","Jujuy","4,5","2.889"
"2024","1","Jujuy","0,51","26"
"2024","1","Jujuy","6,4","2.351"
"2024","1","Jujuy","7,5","10"
"2024","1","Jujuy","0,75","32"
"2024","1","Jujuy","77","1"
"2024","1","Jujuy","10,1","10.327"
"2024","1","Jujuy","12,3","23.495"
"2024","1","Jujuy","180","2"
"2024","1","Jujuy","203","1"
"2024","1","Jujuy","20,5","4.687"
"2024","1","Jujuy","25,1","8"
"2024","1","Jujuy","320","4.381"
"2024","1","Jujuy","50,1","45.106"
"2024","1","Jujuy","512","281"
"2024","1","Jujuy","520","200"
"2024","1","Jujuy","640","299"
"2024","1","Jujuy","100,1","9.395"
"2024","1","Jujuy","1024","19"
"2024","1","La Pampa","1","143"
"2024","1","La Pampa","2","185"
"2024","1","La Pampa","4","2.327"
"2024","1","La Pampa","6","2.198"
"2024","1","La Pampa","9","1.562"
"2024","1","La Pampa","1,2","1.276"
"2024","1","La Pampa","16","5.102"
"2024","1","La Pampa","2,2","2.312"
"2024","1","La Pampa","0,26","1.599"
"2024","1","La Pampa","31","3.792"
"2024","1","La Pampa","3,2","6.114"
"2024","1","La Pampa","36","1"
"2024","1","La Pampa","0,38","3"
"2024","1","La Pampa","41","2.900"
"2024","1","La Pampa","4,5","2.454"
"2024","1","La Pampa","0,51","6"
"2024","1","La Pampa","61","1.939"
"2024","1","La Pampa","6,4","29.499"
"2024","1","La Pampa","7,5","516"
"2024","1","La Pampa","0,75","62"
"2024","1","La Pampa","77","3"
"2024","1","La Pampa","81","95"
"2024","1","La Pampa","10,1","15.195"
"2024","1","La Pampa","122","1.290"
"2024","1","La Pampa","12,3","1"
"2024","1","La Pampa","203","8"
"2024","1","La Pampa","20,5","10.118"
"2024","1","La Pampa","25,1","1.543"
"2024","1","La Pampa","320","474"
"2024","1","La Pampa","50,1","23.478"
"2024","1","La Pampa","512","129"
"2024","1","La Pampa","100,1","5.863"
"2024","1","La Pampa","1024","8"
"2024","1","La Rioja","6","180"
"2024","1","La Rioja","9","85"
"2024","1","La Rioja","12","22"
"2024","1","La Rioja","1,2","407"
"2024","1","La Rioja","16","287"
"2024","1","La Rioja","2,2","8"
"2024","1","La Rioja","25","209"
"2024","1","La Rioja","31","4.503"
"2024","1","La Rioja","3,2","404"
"2024","1","La Rioja","4,5","2"
"2024","1","La Rioja","0,51","9"
"2024","1","La Rioja","6,4","742"
"2024","1","La Rioja","0,75","9"
"2024","1","La Rioja","10,1","1.481"
"2024","1","La Rioja","12,3","15.442"
"2024","1","La Rioja","203","137"
"2024","1","La Rioja","20,5","9.019"
"2024","1","La Rioja","320","5.936"
"2024","1","La Rioja","50,1","36.934"
"2024","1","La Rioja","512","469"
"2024","1","La Rioja","100,1","11.474"
"2024","1","La Rioja","1024","23"
"2024","1","Mendoza","1","737"
"2024","1","Mendoza","2","1.348"
"2024","1","Mendoza","4","10.699"
"2024","1","Mendoza","6","1.108"
"2024","1","Mendoza","9","10.780"
"2024","1","Mendoza","10","1.251"
"2024","1","Mendoza","1,2","2.208"
"2024","1","Mendoza","16","19.102"
"2024","1","Mendoza","2,2","3.081"
"2024","1","Mendoza","25","626"
"2024","1","Mendoza","0,26","5.566"
"2024","1","Mendoza","31","53.012"
"2024","1","Mendoza","3,2","4.179"
"2024","1","Mendoza","37","2"
"2024","1","Mendoza","0,38","2"
"2024","1","Mendoza","41","4"
"2024","1","Mendoza","4,5","1.584"
"2024","1","Mendoza","46","1"
"2024","1","Mendoza","0,51","86"
"2024","1","Mendoza","61","1"
"2024","1","Mendoza","6,4","13.894"
"2024","1","Mendoza","71","1"
"2024","1","Mendoza","7,5","13"
"2024","1","Mendoza","0,75","16"
"2024","1","Mendoza","91","2"
"2024","1","Mendoza","10,1","8.856"
"2024","1","Mendoza","122","1"
"2024","1","Mendoza","12,3","4.467"
"2024","1","Mendoza","203","447"
"2024","1","Mendoza","20,5","6.480"
"2024","1","Mendoza","25,1","155"
"2024","1","Mendoza","320","10.984"
"2024","1","Mendoza","50,1","111.499"
"2024","1","Mendoza","512","642"
"2024","1","Mendoza","640","1.387"
"2024","1","Mendoza","100,1","28.343"
"2024","1","Mendoza","1024","33"
"2024","1","Misiones","4","4"
"2024","1","Misiones","6","3.170"
"2024","1","Misiones","9","29"
"2024","1","Misiones","12","1"
"2024","1","Misiones","1,2","3.173"
"2024","1","Misiones","16","1.227"
"2024","1","Misiones","2,2","11.019"
"2024","1","Misiones","0,26","8.526"
"2024","1","Misiones","31","3.649"
"2024","1","Misiones","3,2","3.874"
"2024","1","Misiones","41","71"
"2024","1","Misiones","4,5","1.705"
"2024","1","Misiones","46","28"
"2024","1","Misiones","0,51","47"
"2024","1","Misiones","61","19"
"2024","1","Misiones","6,4","7.110"
"2024","1","Misiones","7,5","7.855"
"2024","1","Misiones","0,75","4"
"2024","1","Misiones","10,1","18.485"
"2024","1","Misiones","122","502"
"2024","1","Misiones","12,3","116"
"2024","1","Misiones","155","1.027"
"2024","1","Misiones","203","5.008"
"2024","1","Misiones","20,5","8.468"
"2024","1","Misiones","25,1","8"
"2024","1","Misiones","256","190"
"2024","1","Misiones","320","25.109"
"2024","1","Misiones","380","5"
"2024","1","Misiones","50,1","37.533"
"2024","1","Misiones","512","1.418"
"2024","1","Misiones","640","1.752"
"2024","1","Misiones","100,1","51.195"
"2024","1","Misiones","1024","229"
"2024","1","Neuquén","1","458"
"2024","1","Neuquén","4","10.737"
"2024","1","Neuquén","6","7.821"
"2024","1","Neuquén","9","6.119"
"2024","1","Neuquén","1,2","539"
"2024","1","Neuquén","15","1"
"2024","1","Neuquén","16","5.148"
"2024","1","Neuquén","2,2","1.626"
"2024","1","Neuquén","0,26","20.168"
"2024","1","Neuquén","31","14.327"
"2024","1","Neuquén","3,2","5.303"
"2024","1","Neuquén","0,38","1"
"2024","1","Neuquén","41","66"
"2024","1","Neuquén","4,5","1.438"
"2024","1","Neuquén","0,51","62"
"2024","1","Neuquén","61","7"
"2024","1","Neuquén","6,4","8.457"
"2024","1","Neuquén","7,5","246"
"2024","1","Neuquén","0,75","73"
"2024","1","Neuquén","91","1"
"2024","1","Neuquén","10,1","7.117"
"2024","1","Neuquén","12,3","3.775"
"2024","1","Neuquén","155","4"
"2024","1","Neuquén","20,5","1.567"
"2024","1","Neuquén","25,1","259"
"2024","1","Neuquén","256","1"
"2024","1","Neuquén","320","26.468"
"2024","1","Neuquén","450","1"
"2024","1","Neuquén","50,1","8.573"
"2024","1","Neuquén","512","2.734"
"2024","1","Neuquén","100,1","30.680"
"2024","1","Neuquén","1024","469"
"2024","1","Río Negro","1","501"
"2024","1","Río Negro","4","7.796"
"2024","1","Río Negro","6","2.135"
"2024","1","Río Negro","9","11.085"
"2024","1","Río Negro","10","1"
"2024","1","Río Negro","12","18"
"2024","1","Río Negro","1,2","534"
"2024","1","Río Negro","16","9.894"
"2024","1","Río Negro","19","3"
"2024","1","Río Negro","2,2","677"
"2024","1","Río Negro","0,26","15.576"
"2024","1","Río Negro","31","16.244"
"2024","1","Río Negro","3,2","5.428"
"2024","1","Río Negro","36","2"
"2024","1","Río Negro","0,38","1"
"2024","1","Río Negro","41","33"
"2024","1","Río Negro","4,5","727"
"2024","1","Río Negro","0,51","36"
"2024","1","Río Negro","61","259"
"2024","1","Río Negro","6,4","8.737"
"2024","1","Río Negro","0,75","75"
"2024","1","Río Negro","81","268"
"2024","1","Río Negro","91","10.057"
"2024","1","Río Negro","10,1","6.555"
"2024","1","Río Negro","122","233"
"2024","1","Río Negro","12,3","1.640"
"2024","1","Río Negro","125","34"
"2024","1","Río Negro","155","33"
"2024","1","Río Negro","200","463"
"2024","1","Río Negro","203","26"
"2024","1","Río Negro","20,5","5.636"
"2024","1","Río Negro","25,1","7.618"
"2024","1","Río Negro","256","306"
"2024","1","Río Negro","320","17.629"
"2024","1","Río Negro","340","115"
"2024","1","Río Negro","50,1","16.821"
"2024","1","Río Negro","512","971"
"2024","1","Río Negro","540","40"
"2024","1","Río Negro","600","89"
"2024","1","Río Negro","945","110"
"2024","1","Río Negro","100,1","22.385"
"2024","1","Río Negro","1024","228"
"2024","1","Salta","1","1"
"2024","1","Salta","4","8"
"2024","1","Salta","6","4.873"
"2024","1","Salta","9","6.869"
"2024","1","Salta","1,2","925"
"2024","1","Salta","16","1.392"
"2024","1","Salta","19","4"
"2024","1","Salta","2,2","1.538"
"2024","1","Salta","0,26","6.646"
"2024","1","Salta","28","1"
"2024","1","Salta","31","75"
"2024","1","Salta","3,2","5.731"
"2024","1","Salta","4,5","8.365"
"2024","1","Salta","0,51","41"
"2024","1","Salta","6,4","6.837"
"2024","1","Salta","7,5","330"
"2024","1","Salta","0,75","73"
"2024","1","Salta","81","50"
"2024","1","Salta","10,1","57.331"
"2024","1","Salta","122","35"
"2024","1","Salta","12,3","88"
"2024","1","Salta","203","1"
"2024","1","Salta","20,5","1.707"
"2024","1","Salta","246","521"
"2024","1","Salta","25,1","2"
"2024","1","Salta","320","28.286"
"2024","1","Salta","450","47"
"2024","1","Salta","50,1","29.271"
"2024","1","Salta","512","1.664"
"2024","1","Salta","640","890"
"2024","1","Salta","850","36"
"2024","1","Salta","1000","1"
"2024","1","Salta","100,1","38.867"
"2024","1","Salta","1024","355"
"2024","1","San Juan","1","723"
"2024","1","San Juan","4","11.509"
"2024","1","San Juan","6","309"
"2024","1","San Juan","9","9.157"
"2024","1","San Juan","10","9"
"2024","1","San Juan","1,2","1.298"
"2024","1","San Juan","16","9.836"
"2024","1","San Juan","2,2","606"
"2024","1","San Juan","25","627"
"2024","1","San Juan","0,26","22.755"
"2024","1","San Juan","31","10.448"
"2024","1","San Juan","3,2","4.403"
"2024","1","San Juan","4,5","251"
"2024","1","San Juan","0,51","21"
"2024","1","San Juan","61","1"
"2024","1","San Juan","6,4","4.967"
"2024","1","San Juan","7,5","86"
"2024","1","San Juan","0,75","3"
"2024","1","San Juan","10,1","3.778"
"2024","1","San Juan","12,3","799"
"2024","1","San Juan","20,5","962"
"2024","1","San Juan","25,1","339"
"2024","1","San Juan","320","1.790"
"2024","1","San Juan","50,1","18.638"
"2024","1","San Juan","512","6"
"2024","1","San Juan","640","91"
"2024","1","San Juan","100,1","3.254"
"2024","1","San Luis","1","163"
"2024","1","San Luis","4","1.418"
"2024","1","San Luis","6","347"
"2024","1","San Luis","9","2.622"
"2024","1","San Luis","10","49"
"2024","1","San Luis","1,2","465"
"2024","1","San Luis","16","1.836"
"2024","1","San Luis","2,2","491"
"2024","1","San Luis","0,26","5.968"
"2024","1","San Luis","31","136"
"2024","1","San Luis","3,2","2.772"
"2024","1","San Luis","41","35"
"2024","1","San Luis","4,5","2"
"2024","1","San Luis","0,51","59"
"2024","1","San Luis","6,4","6.288"
"2024","1","San Luis","7,5","3"
"2024","1","San Luis","0,75","1"
"2024","1","San Luis","10,1","21.080"
"2024","1","San Luis","12,3","5.632"
"2024","1","San Luis","20,5","1.485"
"2024","1","San Luis","25,1","70.721"
"2024","1","San Luis","320","740"
"2024","1","San Luis","50,1","7.623"
"2024","1","San Luis","512","29"
"2024","1","San Luis","640","495"
"2024","1","San Luis","1000","2"
"2024","1","San Luis","100,1","1.983"
"2024","1","San Luis","1024","23.645"
"2024","1","Santa Cruz","1","218"
"2024","1","Santa Cruz","4","2.001"
"2024","1","Santa Cruz","6","1.272"
"2024","1","Santa Cruz","9","2.360"
"2024","1","Santa Cruz","10","4"
"2024","1","Santa Cruz","1,2","209"
"2024","1","Santa Cruz","16","6.224"
"2024","1","Santa Cruz","19","1"
"2024","1","Santa Cruz","2,2","724"
"2024","1","Santa Cruz","25","31"
"2024","1","Santa Cruz","0,26","33.803"
"2024","1","Santa Cruz","31","5.592"
"2024","1","Santa Cruz","3,2","1.259"
"2024","1","Santa Cruz","36","1.139"
"2024","1","Santa Cruz","0,38","4"
"2024","1","Santa Cruz","41","3"
"2024","1","Santa Cruz","4,5","504"
"2024","1","Santa Cruz","0,51","26"
"2024","1","Santa Cruz","6,4","2.004"
"2024","1","Santa Cruz","7,5","1"
"2024","1","Santa Cruz","0,75","20"
"2024","1","Santa Cruz","77","3.117"
"2024","1","Santa Cruz","10,1","7.212"
"2024","1","Santa Cruz","12,3","251"
"2024","1","Santa Cruz","155","587"
"2024","1","Santa Cruz","203","102"
"2024","1","Santa Cruz","20,5","706"
"2024","1","Santa Cruz","25,1","1.454"
"2024","1","Santa Cruz","380","142"
"2024","1","Santa Cruz","50,1","7.710"
"2024","1","Santa Cruz","512","142"
"2024","1","Santa Cruz","100,1","1.386"
"2024","1","Santa Fe","0","9"
"2024","1","Santa Fe","1","5"
"2024","1","Santa Fe","4","164"
"2024","1","Santa Fe","6","17.998"
"2024","1","Santa Fe","9","10.561"
"2024","1","Santa Fe","10","1.464"
"2024","1","Santa Fe","1,2","6.412"
"2024","1","Santa Fe","14","75"
"2024","1","Santa Fe","16","25.445"
"2024","1","Santa Fe","17","31"
"2024","1","Santa Fe","19","8"
"2024","1","Santa Fe","2,2","6.337"
"2024","1","Santa Fe","25","39"
"2024","1","Santa Fe","0,26","16.168"
"2024","1","Santa Fe","31","16.119"
"2024","1","Santa Fe","3,2","22.748"
"2024","1","Santa Fe","36","41"
"2024","1","Santa Fe","37","18"
"2024","1","Santa Fe","0,38","32"
"2024","1","Santa Fe","41","5.817"
"2024","1","Santa Fe","4,5","5.400"
"2024","1","Santa Fe","0,51","335"
"2024","1","Santa Fe","61","1.892"
"2024","1","Santa Fe","6,4","23.175"
"2024","1","Santa Fe","66","1"
"2024","1","Santa Fe","6,7","472"
"2024","1","Santa Fe","71","180"
"2024","1","Santa Fe","7,5","4.114"
"2024","1","Santa Fe","0,75","101"
"2024","1","Santa Fe","77","88"
"2024","1","Santa Fe","81","3.215"
"2024","1","Santa Fe","97","1"
"2024","1","Santa Fe","100","30"
"2024","1","Santa Fe","10,1","136.891"
"2024","1","Santa Fe","122","1.219"
"2024","1","Santa Fe","12,3","1.200"
"2024","1","Santa Fe","145","1"
"2024","1","Santa Fe","155","1.621"
"2024","1","Santa Fe","203","10.211"
"2024","1","Santa Fe","20,5","31.836"
"2024","1","Santa Fe","25,1","12.483"
"2024","1","Santa Fe","256","499"
"2024","1","Santa Fe","320","146.478"
"2024","1","Santa Fe","450","2.046"
"2024","1","Santa Fe","473","1"
"2024","1","Santa Fe","50,1","179.739"
"2024","1","Santa Fe","512","9.107"
"2024","1","Santa Fe","640","4.594"
"2024","1","Santa Fe","768","2"
"2024","1","Santa Fe","850","14"
"2024","1","Santa Fe","1000","1"
"2024","1","Santa Fe","100,1","210.827"
"2024","1","Santa Fe","1024","1.317"
"2024","1","Santa Fe","1075","1"
"2024","1","Santa Fe","5000","1"
"2024","1","Santa Fe","50,25","4"
"2024","1","Santiago Del Estero","1","908"
"2024","1","Santiago Del Estero","2","307"
"2024","1","Santiago Del Estero","6","409"
"2024","1","Santiago Del Estero","9","114"
"2024","1","Santiago Del Estero","1,2","226"
"2024","1","Santiago Del Estero","16","241"
"2024","1","Santiago Del Estero","2,2","381"
"2024","1","Santiago Del Estero","0,26","917"
"2024","1","Santiago Del Estero","31","5.778"
"2024","1","Santiago Del Estero","3,2","5.230"
"2024","1","Santiago Del Estero","0,38","2"
"2024","1","Santiago Del Estero","41","41"
"2024","1","Santiago Del Estero","4,5","1.220"
"2024","1","Santiago Del Estero","0,51","39"
"2024","1","Santiago Del Estero","61","1"
"2024","1","Santiago Del Estero","6,4","4.881"
"2024","1","Santiago Del Estero","7,5","352"
"2024","1","Santiago Del Estero","0,75","139"
"2024","1","Santiago Del Estero","10,1","52.745"
"2024","1","Santiago Del Estero","12,3","14.787"
"2024","1","Santiago Del Estero","20,5","9.253"
"2024","1","Santiago Del Estero","25,1","18"
"2024","1","Santiago Del Estero","320","8.542"
"2024","1","Santiago Del Estero","50,1","6.701"
"2024","1","Santiago Del Estero","512","664"
"2024","1","Santiago Del Estero","640","183"
"2024","1","Santiago Del Estero","100,1","10.229"
"2024","1","Santiago Del Estero","1024","54"
"2024","1","Tierra Del Fuego","1","318"
"2024","1","Tierra Del Fuego","4","3.740"
"2024","1","Tierra Del Fuego","6","430"
"2024","1","Tierra Del Fuego","9","8.034"
"2024","1","Tierra Del Fuego","10","4"
"2024","1","Tierra Del Fuego","1,2","516"
"2024","1","Tierra Del Fuego","16","8.105"
"2024","1","Tierra Del Fuego","19","200"
"2024","1","Tierra Del Fuego","2,2","2"
"2024","1","Tierra Del Fuego","25","1.280"
"2024","1","Tierra Del Fuego","0,26","7.121"
"2024","1","Tierra Del Fuego","31","196"
"2024","1","Tierra Del Fuego","3,2","3"
"2024","1","Tierra Del Fuego","36","486"
"2024","1","Tierra Del Fuego","41","7"
"2024","1","Tierra Del Fuego","4,5","1.873"
"2024","1","Tierra Del Fuego","0,51","11"
"2024","1","Tierra Del Fuego","61","81"
"2024","1","Tierra Del Fuego","6,4","4.121"
"2024","1","Tierra Del Fuego","0,75","11"
"2024","1","Tierra Del Fuego","10,1","1.636"
"2024","1","Tierra Del Fuego","12,3","3.518"
"2024","1","Tierra Del Fuego","155","30"
"2024","1","Tierra Del Fuego","203","3"
"2024","1","Tierra Del Fuego","20,5","216"
"2024","1","Tierra Del Fuego","25,1","14.491"
"2024","1","Tierra Del Fuego","320","670"
"2024","1","Tierra Del Fuego","450","1"
"2024","1","Tierra Del Fuego","50,1","4.035"
"2024","1","Tierra Del Fuego","100,1","415"
"2024","1","Tierra Del Fuego","1075","1"
"2024","1","Tucumán","4","2.271"
"2024","1","Tucumán","6","1.025"
"2024","1","Tucumán","9","145"
"2024","1","Tucumán","10","1"
"2024","1","Tucumán","1,2","927"
"2024","1","Tucumán","16","2.031"
"2024","1","Tucumán","2,2","116"
"2024","1","Tucumán","25","514"
"2024","1","Tucumán","0,26","488"
"2024","1","Tucumán","27","1"
"2024","1","Tucumán","31","983"
"2024","1","Tucumán","3,2","4.696"
"2024","1","Tucumán","36","12"
"2024","1","Tucumán","41","2"
"2024","1","Tucumán","4,5","44"
"2024","1","Tucumán","0,51","19"
"2024","1","Tucumán","61","1"
"2024","1","Tucumán","6,4","8.075"
"2024","1","Tucumán","7,5","146"
"2024","1","Tucumán","0,75","20"
"2024","1","Tucumán","91","1"
"2024","1","Tucumán","10,1","19.626"
"2024","1","Tucumán","12,3","12.926"
"2024","1","Tucumán","165","1"
"2024","1","Tucumán","203","3"
"2024","1","Tucumán","20,5","8.306"
"2024","1","Tucumán","25,1","84"
"2024","1","Tucumán","320","41.670"
"2024","1","Tucumán","50,1","80.426"
"2024","1","Tucumán","512","2.841"
"2024","1","Tucumán","640","1.654"
"2024","1","Tucumán","700","5"
"2024","1","Tucumán","100,1","75.387"
"2024","1","Tucumán","1024","148"
"2023","4","Buenos Aires","1","4.611"
"2023","4","Buenos Aires","2","141"
"2023","4","Buenos Aires","4","41.735"
"2023","4","Buenos Aires","5","83"
"2023","4","Buenos Aires","6","27.318"
"2023","4","Buenos Aires","8","989"
"2023","4","Buenos Aires","9","64.046"
"2023","4","Buenos Aires","10","688"
"2023","4","Buenos Aires","12","10"
"2023","4","Buenos Aires","1,2","19.351"
"2023","4","Buenos Aires","14","223"
"2023","4","Buenos Aires","15","149"
"2023","4","Buenos Aires","16","96.474"
"2023","4","Buenos Aires","17","231"
"2023","4","Buenos Aires","18","2"
"2023","4","Buenos Aires","19","1.080"
"2023","4","Buenos Aires","22","3"
"2023","4","Buenos Aires","2,2","19.722"
"2023","4","Buenos Aires","23","1"
"2023","4","Buenos Aires","24","20"
"2023","4","Buenos Aires","25","106"
"2023","4","Buenos Aires","0,26","93.351"
"2023","4","Buenos Aires","31","783.481"
"2023","4","Buenos Aires","32","1.611"
"2023","4","Buenos Aires","3,2","45.905"
"2023","4","Buenos Aires","34","16"
"2023","4","Buenos Aires","35","1"
"2023","4","Buenos Aires","36","1.373"
"2023","4","Buenos Aires","37","30"
"2023","4","Buenos Aires","0,38","19"
"2023","4","Buenos Aires","41","5.567"
"2023","4","Buenos Aires","45","9"
"2023","4","Buenos Aires","4,5","13.303"
"2023","4","Buenos Aires","49","659"
"2023","4","Buenos Aires","50","1"
"2023","4","Buenos Aires","0,51","26.703"
"2023","4","Buenos Aires","56","256"
"2023","4","Buenos Aires","59","1"
"2023","4","Buenos Aires","60","59"
"2023","4","Buenos Aires","61","75.470"
"2023","4","Buenos Aires","62","78"
"2023","4","Buenos Aires","63","1"
"2023","4","Buenos Aires","6,4","80.160"
"2023","4","Buenos Aires","66","90"
"2023","4","Buenos Aires","6,7","26"
"2023","4","Buenos Aires","71","6.375"
"2023","4","Buenos Aires","7,5","10.458"
"2023","4","Buenos Aires","0,75","187"
"2023","4","Buenos Aires","77","1.599"
"2023","4","Buenos Aires","80","2"
"2023","4","Buenos Aires","81","9.092"
"2023","4","Buenos Aires","82","1"
"2023","4","Buenos Aires","90","16"
"2023","4","Buenos Aires","91","3"
"2023","4","Buenos Aires","95","3"
"2023","4","Buenos Aires","10,1","163.158"
"2023","4","Buenos Aires","109","14"
"2023","4","Buenos Aires","122","483"
"2023","4","Buenos Aires","12,3","21.178"
"2023","4","Buenos Aires","126","2"
"2023","4","Buenos Aires","127","1"
"2023","4","Buenos Aires","155","487.974"
"2023","4","Buenos Aires","157","28"
"2023","4","Buenos Aires","160","1"
"2023","4","Buenos Aires","164","1.213"
"2023","4","Buenos Aires","203","7.297"
"2023","4","Buenos Aires","20,5","126.797"
"2023","4","Buenos Aires","212","3"
"2023","4","Buenos Aires","220","1"
"2023","4","Buenos Aires","246","938"
"2023","4","Buenos Aires","250","41"
"2023","4","Buenos Aires","25,1","46.328"
"2023","4","Buenos Aires","256","241"
"2023","4","Buenos Aires","270","14"
"2023","4","Buenos Aires","320","1.068.984"
"2023","4","Buenos Aires","325","27"
"2023","4","Buenos Aires","350","4"
"2023","4","Buenos Aires","450","965"
"2023","4","Buenos Aires","500","5"
"2023","4","Buenos Aires","50,1","491.903"
"2023","4","Buenos Aires","512","157.633"
"2023","4","Buenos Aires","520","647"
"2023","4","Buenos Aires","640","9.502"
"2023","4","Buenos Aires","850","563"
"2023","4","Buenos Aires","1000","26"
"2023","4","Buenos Aires","100,1","842.124"
"2023","4","Buenos Aires","1024","150.635"
"2023","4","Buenos Aires","50,25","1"
"2023","4","CABA","1","1.307"
"2023","4","CABA","4","11.975"
"2023","4","CABA","6","3.561"
"2023","4","CABA","9","16.864"
"2023","4","CABA","10","3"
"2023","4","CABA","12","5"
"2023","4","CABA","1,2","3.237"
"2023","4","CABA","16","29.275"
"2023","4","CABA","17","5"
"2023","4","CABA","22","1"
"2023","4","CABA","2,2","257"
"2023","4","CABA","31","58.451"
"2023","4","CABA","3,2","2.764"
"2023","4","CABA","36","24"
"2023","4","CABA","0,38","31"
"2023","4","CABA","40","30"
"2023","4","CABA","41","238"
"2023","4","CABA","4,5","993"
"2023","4","CABA","0,51","451"
"2023","4","CABA","56","1"
"2023","4","CABA","61","17.314"
"2023","4","CABA","6,4","6.859"
"2023","4","CABA","67","1"
"2023","4","CABA","71","14"
"2023","4","CABA","7,5","7"
"2023","4","CABA","0,75","34"
"2023","4","CABA","77","1.091"
"2023","4","CABA","81","11"
"2023","4","CABA","10,1","31.209"
"2023","4","CABA","120","1"
"2023","4","CABA","122","27"
"2023","4","CABA","12,3","92"
"2023","4","CABA","126","5"
"2023","4","CABA","131","1"
"2023","4","CABA","155","147.083"
"2023","4","CABA","164","5"
"2023","4","CABA","203","3.249"
"2023","4","CABA","20,5","4.548"
"2023","4","CABA","225","1"
"2023","4","CABA","234","1"
"2023","4","CABA","25,1","433"
"2023","4","CABA","256","1.438"
"2023","4","CABA","300","1"
"2023","4","CABA","320","542.567"
"2023","4","CABA","330","2"
"2023","4","CABA","450","3"
"2023","4","CABA","50,1","60.820"
"2023","4","CABA","512","95.209"
"2023","4","CABA","640","318"
"2023","4","CABA","768","1"
"2023","4","CABA","850","1"
"2023","4","CABA","1000","25"
"2023","4","CABA","100,1","365.367"
"2023","4","CABA","1024","67.156"
"2023","4","Catamarca","6","332"
"2023","4","Catamarca","1,2","209"
"2023","4","Catamarca","16","1.935"
"2023","4","Catamarca","2,2","115"
"2023","4","Catamarca","25","914"
"2023","4","Catamarca","0,26","77"
"2023","4","Catamarca","31","866"
"2023","4","Catamarca","3,2","1.718"
"2023","4","Catamarca","4,5","1"
"2023","4","Catamarca","0,51","34"
"2023","4","Catamarca","6,4","899"
"2023","4","Catamarca","0,75","37"
"2023","4","Catamarca","10,1","3.734"
"2023","4","Catamarca","12,3","31"
"2023","4","Catamarca","203","42"
"2023","4","Catamarca","20,5","2.457"
"2023","4","Catamarca","25,1","47"
"2023","4","Catamarca","320","8.128"
"2023","4","Catamarca","50,1","35.008"
"2023","4","Catamarca","512","423"
"2023","4","Catamarca","640","619"
"2023","4","Catamarca","100,1","16.953"
"2023","4","Catamarca","1024","8"
"2023","4","Chaco","4","167"
"2023","4","Chaco","6","5.146"
"2023","4","Chaco","9","700"
"2023","4","Chaco","10","1"
"2023","4","Chaco","1,2","477"
"2023","4","Chaco","16","3.556"
"2023","4","Chaco","2,2","780"
"2023","4","Chaco","0,26","4.040"
"2023","4","Chaco","31","2.305"
"2023","4","Chaco","3,2","3.087"
"2023","4","Chaco","36","19"
"2023","4","Chaco","4,5","385"
"2023","4","Chaco","0,51","234"
"2023","4","Chaco","6,4","5.246"
"2023","4","Chaco","7,5","442"
"2023","4","Chaco","0,75","2"
"2023","4","Chaco","10,1","9.218"
"2023","4","Chaco","122","659"
"2023","4","Chaco","12,3","137"
"2023","4","Chaco","203","1.115"
"2023","4","Chaco","20,5","2.554"
"2023","4","Chaco","25,1","3.435"
"2023","4","Chaco","256","227"
"2023","4","Chaco","320","23.740"
"2023","4","Chaco","50,1","32.479"
"2023","4","Chaco","512","1.818"
"2023","4","Chaco","640","473"
"2023","4","Chaco","100,1","44.796"
"2023","4","Chaco","1024","148"
"2023","4","Chubut","1","836"
"2023","4","Chubut","4","11.441"
"2023","4","Chubut","6","4.369"
"2023","4","Chubut","9","13.374"
"2023","4","Chubut","10","21"
"2023","4","Chubut","12","1"
"2023","4","Chubut","1,2","252"
"2023","4","Chubut","15","56"
"2023","4","Chubut","16","13.627"
"2023","4","Chubut","17","141"
"2023","4","Chubut","2,2","1.965"
"2023","4","Chubut","25","8.047"
"2023","4","Chubut","0,26","16.589"
"2023","4","Chubut","31","7.578"
"2023","4","Chubut","3,2","5.780"
"2023","4","Chubut","0,38","8"
"2023","4","Chubut","41","29"
"2023","4","Chubut","4,5","6.299"
"2023","4","Chubut","49","190"
"2023","4","Chubut","0,51","69"
"2023","4","Chubut","61","2"
"2023","4","Chubut","6,4","14.422"
"2023","4","Chubut","7,5","76"
"2023","4","Chubut","0,75","34"
"2023","4","Chubut","10,1","17.931"
