provincia,departamento,sector,ambito,Localizacion,ElectricidadSi,ElectricidadRedpública,ElectricidadGrupoelectrógeno,ElectricidadPanelfotovoltaicosolar,ElectricidadGeneradoreólico,ElectricidadGeneradorhidráulico,ElectricidadOtro,EquipamientoEstablecimientoTelevisor,EquipamientoEstablecimientoSistemamultimediaoCañón,EquipamientoEstablecimientoScanner,EquipamientoEstablecimientoWebcam,EquipamientoEstablecimientoReproductordeCD,EquipamientoEstablecimientoReproductordeDVD,EquipamientoEstablecimientoImpresora,EquipamientoEstablecimientoEquipoemisorderadioAMFM,EquipamientoEstablecimientoEquiporeceptorderadioAMFM,EquipamientoEstablecimientoServidorparausoescolar,EquipamientoEstablecimientoImpresora3D,EquipamientoEstablecimientoEquipodeSonido,EquipamientoEstablecimientoPizarrasdigitales,EquipamientoBibliotecaTelevisor,EquipamientoBibliotecaSistemamultimediaoCañón,EquipamientoBibliotecaScanner,EquipamientoBibliotecaEquipamientoBibliotecaWebcam,EquipamientoBibliotecaReproductordeCD,EquipamientoBibliotecaReproductordeDVD,EquipamientoBibliotecaImpresora,EquipamientoBibliotecaEquipoemisorderadioAMFM,EquipamientoBibliotecaEquiporeceptorderadioAMFM,EquipamientoBibliotecaServidorparausoescolar,InternetTipodeservicioGratuito,InternetTipodeservicioPago,InternetTipodeconexiónTelefónica,InternetTipodeconexiónADSL,InternetTipodeconexiónCableMódem,InternetTipodeconexiónSatelital,InternetTipodeconexiónOtroTipo,InternetTipodeconexiónMóvil,EspaciosconconexiónEneláreadeadministración,EspaciosconconexiónEnlasaulas,EspaciosconconexiónEnlabibliotecas,EspaciosconconexiónEnotroespaciodelestablecimiento,EspaciosconconexiónEnellaboratorio,CooperadoraConpersoneríajurídica,CooperadoraSinpersoneríajurídica,CooperadoraNo,SistemadeGestiónEscolarSi,SistemadeGestiónEscolarProvistoporelMinisterio,SistemadeGestiónEscolarDesarrolladoporterceros,SistemadeGestiónEscolarEncargadoporelEstablecimiento,SistemadeGestiónEscolarPlanilladeCalculo,DisponedesalaolaboratoriodeinformáticaSi,LaboratorioFuncionaesespacioexclusivoSi,BibliotecaDisponedealmenosunaSi,BibliotecaFuncionaesespacioexclusivoSi,SubvenciónEstatalJardínMaternalSi,SubvenciónEstatalJardíndeInfantesSi,SubvenciónEstatalPrimariaSi,SubvenciónEstatalSecundariaSi,SubvenciónEstatalSNUSi
Formosa,PIRANE,Estatal,Urbano,67,67,67,,,,,,36,50,21,14,21,17,45,31,,7,2,59,29,14,16,5,2,6,6,11,9,,4,53,2,6,6,5,30,7,4,46,41,29,33,26,21,17,29,62,61,,,1,37,20,49,29,,,,,
Formosa,RAMON LISTA,Estatal,Rural,100,95,95,,,,,,16,35,7,5,1,4,40,4,,1,,27,18,8,10,1,,,1,12,2,,,26,1,2,,2,9,11,3,22,15,5,11,5,8,50,42,63,63,,,,10,2,48,16,,,,,
Formosa,RAMON LISTA,Estatal,Urbano,10,10,10,,,,,,3,4,1,,3,3,3,1,,2,,3,3,1,1,,,,,,,,,7,,,,,2,5,,6,5,3,6,3,,5,5,6,6,,,,2,,5,4,,,,,
Jujuy,COCHINOCA,Estatal,Rural,36,36,33,1,3,,,,31,27,10,6,17,26,32,9,,16,2,27,7,4,3,1,,1,3,2,1,,,31,,,1,3,27,1,,16,13,5,11,4,1,19,16,30,30,,,,12,5,26,14,,,,,
Jujuy,COCHINOCA,Estatal,Urbano,12,12,12,,,,,,9,11,5,7,7,9,9,4,,,2,11,5,3,2,1,2,2,3,1,,,,1,4,,,3,,2,,5,1,1,2,1,3,8,1,10,8,1,1,,7,4,10,9,,,,,
Jujuy,DOCTOR MANUEL BELGRANO,Estatal,Rural,22,22,22,,,,,,13,17,10,3,9,10,19,6,,6,1,14,6,7,3,,,4,4,1,2,,2,14,,,2,4,9,,,12,13,4,5,2,,9,13,21,21,,,,8,2,17,12,,,,,
Jujuy,DOCTOR MANUEL BELGRANO,Estatal,Urbano,153,153,153,1,,,,1,120,133,61,29,84,81,129,43,,12,5,135,55,41,36,9,4,28,30,32,6,,3,56,59,47,20,65,5,10,6,111,63,57,45,51,23,70,60,122,119,1,1,1,64,46,126,82,,,,,
Jujuy,DOCTOR MANUEL BELGRANO,Privado,Urbano,68,68,68,1,,,,,54,57,49,39,51,42,65,39,,11,5,61,11,14,16,11,10,14,11,15,6,,2,3,60,26,12,36,,5,11,63,49,29,39,32,1,,67,52,36,4,11,1,33,29,42,23,4,11,11,10,3
Jujuy,EL CARMEN,Estatal,Rural,24,24,24,,,,,,19,15,6,4,8,11,22,7,,3,,18,7,4,2,,2,2,1,1,3,,,5,4,3,1,5,3,1,1,7,4,1,4,1,,11,13,23,23,,,,8,3,14,9,,,,,
Jujuy,EL CARMEN,Estatal,Urbano,53,53,53,,,,,,43,45,22,16,29,32,48,14,,2,5,46,23,20,8,4,2,7,9,8,3,,,4,29,16,4,14,,1,2,33,9,11,9,14,5,25,23,45,44,,1,,18,15,44,33,,,,,
Jujuy,EL CARMEN,Privado,Urbano,9,9,9,,,,,,7,5,5,3,6,6,8,3,,1,1,8,1,3,3,2,1,3,3,4,2,,,,9,5,2,5,,1,,8,4,3,6,3,,,9,9,7,,2,,5,5,8,7,1,3,2,2,1
Jujuy,Enmascarado,Privado,Rural,3,3,3,,,,,,1,1,1,1,2,2,2,1,,1,,1,,1,,,,1,1,1,1,,1,,2,,,,1,1,,2,1,,,,,,3,2,2,,,,,,1,1,,,,,
Jujuy,Enmascarado,Privado,Urbano,11,11,11,,,,,,9,7,5,3,7,5,10,2,,1,,11,,3,2,2,1,3,3,4,1,,,,9,4,2,3,1,2,1,9,6,6,7,4,2,,9,10,6,3,,1,4,4,10,6,1,3,2,1,1
Jujuy,HUMAHUACA,Estatal,Rural,44,44,38,,6,,,1,33,38,13,15,19,24,41,9,,10,1,25,14,6,6,1,,4,5,4,1,,1,33,1,,1,7,26,2,1,18,26,6,11,4,,9,35,33,33,,,,13,8,27,10,,,,,
Jujuy,HUMAHUACA,Estatal,Urbano,17,17,17,,,,,,14,16,6,4,12,11,14,7,,2,3,14,6,5,3,1,,3,4,4,,,1,3,1,,1,,3,1,,4,2,1,3,2,2,10,5,13,12,,,1,10,8,13,9,,,,,
Jujuy,LEDESMA,Estatal,Rural,6,6,5,,1,,,,5,4,1,1,2,3,6,,,1,,5,2,,,,,,,,,,,2,3,1,,2,2,,,4,1,,1,,,1,5,4,4,,,,,,4,1,,,,,
Jujuy,LEDESMA,Estatal,Urbano,59,59,58,,1,,,,38,45,15,10,20,20,46,12,,2,2,49,17,14,12,3,1,3,3,8,,,1,7,23,5,4,20,1,2,2,29,7,12,10,10,6,34,19,40,40,,,,18,14,43,30,,,,,
Jujuy,LEDESMA,Privado,Urbano,9,9,9,,,,,,4,8,2,2,3,3,8,1,,1,1,8,1,1,1,,,1,1,2,,,,,7,1,,4,1,1,,7,3,1,3,5,,,9,6,5,1,,,5,4,3,2,,1,,2,1
Jujuy,PALPALA,Estatal,Rural,11,11,11,,,,,,7,10,3,3,5,3,11,5,,4,1,9,3,3,3,1,2,4,3,2,3,,1,6,,,,,6,,,2,5,1,,2,1,1,9,10,10,,,,3,1,8,4,,,,,
Jujuy,PALPALA,Estatal,Urbano,27,27,27,,,,,,24,23,13,5,14,15,25,10,,8,1,22,10,7,5,2,,3,4,3,2,,4,6,18,16,2,10,3,3,2,23,11,10,12,8,1,19,7,25,25,,,,14,9,22,15,,,,,
Jujuy,RINCONADA,Estatal,Rural,20,20,20,,,,,,16,17,8,4,9,11,18,7,,7,,13,3,2,3,1,1,1,1,1,2,,,16,1,,,2,15,1,1,10,7,3,7,2,,13,7,17,17,,,,4,4,14,6,,,,,
Jujuy,SAN ANTONIO,Estatal,Rural,8,8,8,,,,,,8,8,1,,5,7,8,2,,3,,8,5,3,2,,,2,2,,,,,3,1,,,1,2,1,,2,2,3,3,1,,2,6,6,6,,,,1,1,7,6,,,,,
Jujuy,SAN PEDRO,Estatal,Rural,22,22,22,,,,,,16,19,7,1,11,11,19,8,,3,1,20,7,4,2,,,3,3,1,2,,1,,,,,,,,,,,,,,,13,9,16,16,,,,3,1,15,7,,,,,
Jujuy,SAN PEDRO,Estatal,Urbano,55,55,55,,,,,,44,46,22,8,25,28,45,17,,5,3,49,25,20,14,5,3,10,13,12,5,,3,7,19,14,3,13,1,,4,25,10,12,11,12,5,26,24,48,47,1,,,22,20,43,24,,,,,
Jujuy,SAN PEDRO,Privado,Urbano,13,13,13,,,,,,12,8,8,1,9,6,10,4,,,,12,1,6,6,3,,4,1,5,2,,,,10,6,1,2,,3,,10,9,6,7,5,,,13,12,10,,2,,4,4,10,6,3,3,2,,1
Jujuy,SANTA BARBARA,Estatal,Rural,9,9,9,,,,,,7,8,2,,2,5,9,1,,1,2,7,1,3,2,1,,2,2,4,1,,1,4,1,,1,,3,1,,3,1,1,3,1,,3,6,7,7,,,,2,1,7,2,,,,,
Jujuy,SANTA BARBARA,Estatal,Urbano,14,14,13,,1,,,,11,13,6,1,8,7,11,4,,2,1,11,6,4,4,,,2,2,2,1,,,,2,2,,,,,,2,,,,1,1,8,5,7,7,,,,6,3,13,8,,,,,
Jujuy,SANTA CATALINA,Estatal,Rural,25,25,21,,3,,,1,20,19,3,4,10,16,23,2,,8,1,18,1,5,4,1,1,3,4,5,1,,,18,,1,,3,14,,,11,5,1,5,4,,14,11,18,18,,,,6,5,19,6,,,,,
Jujuy,SUSQUES,Estatal,Rural,19,19,14,2,3,,,,14,15,5,3,11,9,19,1,,3,2,12,4,8,6,,,3,3,2,1,,1,10,,1,,1,8,,1,3,4,3,3,2,,13,6,15,15,,,,2,2,14,6,,,,,
Jujuy,TILCARA,Estatal,Rural,20,20,13,,7,,,,16,15,2,1,9,8,17,3,,5,1,13,7,4,4,,,3,4,3,1,,1,8,1,,,1,8,,,8,6,2,3,3,1,2,17,17,17,,,,6,2,12,5,,,,,
Jujuy,TILCARA,Estatal,Urbano,11,11,11,,,,,,10,10,4,4,4,7,9,3,,,2,8,3,5,2,1,1,1,2,2,2,,,1,1,1,,,1,,,2,,1,,1,1,5,5,8,8,,,,5,5,9,7,,,,,
Jujuy,TUMBAYA,Estatal,Rural,21,21,17,,4,,,,18,16,6,4,10,13,20,3,,5,1,18,4,1,2,,1,2,1,2,,,,11,3,,,6,9,,,10,7,2,3,3,1,9,11,17,17,,,,4,1,14,5,,,,,
Jujuy,VALLE GRANDE,Estatal,Rural,14,14,10,3,1,,,,9,11,2,4,5,8,13,1,,8,1,9,2,,,,1,,,1,,,1,10,,,1,,9,,,6,1,,5,1,,4,10,6,5,,,1,5,3,11,6,,,,,
Jujuy,YAVI,Estatal,Rural,34,34,33,,1,,,,31,29,9,2,15,21,32,9,,15,1,28,7,3,4,2,,3,3,4,2,,2,25,1,,,3,21,2,1,13,13,5,10,3,,8,26,25,25,,,,10,2,26,7,,,,,
Jujuy,YAVI,Estatal,Urbano,16,16,16,,,,,,16,14,7,6,14,12,13,7,,5,2,16,4,11,7,2,2,9,8,2,2,,3,7,4,5,1,6,1,1,,10,3,3,3,4,2,13,1,10,10,,,,11,8,14,13,,,,,
La Pampa,ATREUCO,Estatal,Rural,9,9,9,,,,,,6,9,3,1,5,5,7,9,,2,,9,5,2,3,1,1,2,2,3,3,,1,8,1,1,2,4,1,3,1,6,8,2,5,5,,2,7,8,8,,,,5,5,4,3,,,,,
La Pampa,ATREUCO,Estatal,Urbano,10,10,10,,,,,,8,9,4,,6,7,8,5,,1,1,8,6,3,3,2,,1,1,2,2,,,10,,,1,8,3,1,1,8,9,5,7,4,,2,8,8,6,,1,1,1,1,6,5,,,,,
La Pampa,CALEU CALEU,Estatal,Rural,5,5,5,,,,,,3,3,1,,4,5,5,3,,1,,5,4,2,1,,,3,2,,1,,1,1,3,,,3,1,,,4,2,2,2,2,2,,3,4,4,,,,3,2,5,3,,,,,
La Pampa,CAPITAL,Estatal,Rural,6,6,6,,,,,,6,6,5,3,6,6,6,3,,1,,6,5,4,4,3,2,4,4,2,1,,1,5,,,,4,2,1,,3,5,2,2,1,2,2,2,5,5,,,,2,,5,3,,,,,
La Pampa,CAPITAL,Estatal,Urbano,103,103,103,,,,,,74,93,46,31,70,63,74,52,,25,3,92,66,32,37,7,9,33,32,14,17,,11,90,9,33,4,73,3,5,16,76,86,52,52,31,19,1,83,81,79,,1,1,32,17,73,49,,,,,
La Pampa,CAPITAL,Privado,Urbano,27,27,27,1,1,,,,22,18,16,14,21,12,21,19,,5,2,22,5,6,6,4,5,7,3,5,6,,2,,26,13,,21,2,,6,26,18,9,13,9,,,27,13,9,1,3,,8,8,22,11,,4,4,6,1
La Pampa,CATRILO,Estatal,Rural,7,7,7,,,,,,7,7,4,,3,4,4,4,,2,,7,5,1,2,1,,1,1,1,,,,5,1,,,4,1,2,,4,6,2,2,2,2,,5,3,3,,,,3,2,5,3,,,,,
La Pampa,CHAPALEUFU,Estatal,Rural,15,15,15,,,,,,12,11,8,5,11,7,12,9,,3,,14,11,2,2,,,1,,1,,,,7,6,2,,7,5,,2,11,13,4,7,3,9,,6,8,8,,,,5,3,7,3,,,,,
La Pampa,CHAPALEUFU,Estatal,Urbano,8,8,8,1,,,,,6,6,5,4,7,7,6,6,,3,2,7,6,1,2,1,1,3,3,2,2,,1,5,1,1,1,3,1,,1,6,5,4,4,3,1,,7,4,4,,,,2,2,7,4,,,,,
La Pampa,CHICAL CO,Estatal,Rural,7,7,7,1,,,,,5,3,3,2,3,4,6,1,,3,,5,4,,2,,1,1,1,2,,,,5,,,2,2,2,,1,5,3,2,3,2,,,7,4,4,,,,2,,4,2,,,,,
La Pampa,CONHELO,Estatal,Rural,12,12,12,,,,,,12,8,5,3,10,10,8,6,,8,,10,8,4,3,,,4,4,2,,,2,8,2,,2,6,4,1,,8,8,6,3,,3,1,8,7,7,,,,5,,9,6,,,,,
La Pampa,CONHELO,Estatal,Urbano,17,17,17,,,,,,15,13,8,5,14,12,15,11,,9,1,15,11,7,4,2,1,5,3,2,4,,4,15,1,6,4,9,2,1,1,14,15,9,8,5,9,2,6,10,10,,,,8,6,11,8,,,,,
La Pampa,CURACO,Estatal,Rural,6,6,6,,,,,,4,6,4,2,3,3,4,4,,1,,3,5,1,1,,,1,1,1,,,,5,,1,,1,2,1,,5,2,2,2,,,,6,3,3,,,,1,,5,2,,,,,
La Pampa,Enmascarado,Estatal,Rural,16,16,15,2,1,,,,10,12,8,4,9,5,9,9,,5,1,11,12,,3,,2,1,,,2,,,14,,4,,4,5,4,2,9,12,5,8,3,2,1,13,11,11,,,,4,1,9,4,,,,,
La Pampa,Enmascarado,Estatal,Urbano,20,20,20,,,,,,18,19,13,9,14,13,18,12,,7,2,18,14,5,6,2,1,4,6,1,1,,1,17,1,1,1,11,6,2,2,16,18,10,13,8,4,,16,15,14,,1,,8,6,12,5,,,,,
La Pampa,Enmascarado,Privado,Rural,4,4,4,,,,,,4,4,3,1,3,3,4,1,,1,1,4,,1,1,1,1,1,1,1,,,,2,2,,,4,,1,1,4,3,2,2,3,3,,1,2,1,,1,,4,2,4,1,,,,4,
La Pampa,Enmascarado,Privado,Urbano,20,20,20,1,,,,,17,20,17,6,15,14,20,8,,4,1,20,4,4,6,6,3,8,5,11,6,,,4,16,4,4,13,2,3,4,20,17,18,13,10,11,,9,14,10,2,,2,13,11,20,16,,5,5,17,2
La Pampa,GUATRACHE,Estatal,Rural,11,11,11,,,,,,10,10,8,1,9,7,10,8,,3,1,8,7,,,,,,,,,,,9,1,1,,9,2,1,,8,9,,3,1,1,1,9,10,10,,,,3,1,2,,,,,,
La Pampa,GUATRACHE,Estatal,Urbano,5,5,5,,,,,,5,5,5,2,4,4,5,5,,4,,5,4,2,2,3,1,2,1,2,2,,1,4,1,1,1,4,,,,5,4,3,3,2,,2,3,5,5,,,,2,2,4,3,,,,,
La Pampa,LOVENTUE,Estatal,Rural,11,11,11,1,,,,,9,9,3,3,7,7,8,9,,3,1,9,4,3,4,,,1,2,1,3,,1,7,1,1,2,4,1,1,2,8,8,4,5,1,1,,10,6,6,,,,7,2,9,3,,,,,
La Pampa,LOVENTUE,Estatal,Urbano,6,6,6,,,,,,6,6,6,1,3,4,6,1,,2,,5,2,3,4,4,1,3,3,4,1,,,5,1,,,4,2,,,6,5,6,4,5,2,,4,6,6,,,,4,1,6,2,,,,,
La Pampa,MARACO,Estatal,Rural,11,11,11,,,,,,11,9,6,1,6,6,7,5,,,1,7,6,,,,,,,,,,,8,1,1,,3,2,2,1,7,8,1,4,,1,,10,5,5,,,,,,5,1,,,,,
La Pampa,MARACO,Estatal,Urbano,47,47,47,,,,,,42,46,25,12,36,33,35,31,,11,3,42,29,19,17,1,,17,16,9,11,,6,37,5,23,9,16,3,5,5,39,33,26,26,13,10,1,36,35,34,,1,,16,12,38,25,,,,,
La Pampa,MARACO,Privado,Urbano,7,7,7,,,,,,6,6,5,3,5,4,7,3,,,,5,,2,1,,1,1,,2,,,,,7,4,1,5,2,2,,7,7,4,6,3,1,,6,5,2,2,1,,4,3,5,2,,4,4,3,1
La Pampa,PUELEN,Estatal,Rural,10,10,10,,,,,,7,10,6,2,7,6,6,5,,2,1,8,6,3,2,1,,2,1,,,,,8,,,,1,7,1,1,7,7,2,6,4,1,,9,5,5,,,,2,1,7,1,,,,,
La Pampa,PUELEN,Estatal,Urbano,11,11,11,,,,,,9,9,6,2,8,6,9,5,,3,,9,4,6,4,1,,4,4,1,2,,2,5,4,2,1,4,5,,1,8,7,6,5,6,1,1,9,9,9,,,,7,4,8,6,,,,,
La Pampa,QUEMU QUEMU,Estatal,Rural,8,8,8,,,,,,6,4,3,1,5,4,6,6,,4,,7,3,1,1,1,1,2,2,1,1,,1,6,2,,,5,2,,2,5,8,1,3,,1,,7,6,6,,,,1,1,3,2,,,,,
La Pampa,QUEMU QUEMU,Estatal,Urbano,8,8,8,,,,,,8,8,6,2,8,7,8,8,,5,,8,6,3,2,3,1,3,3,3,3,,1,3,5,,,4,2,2,,8,7,5,6,2,6,,2,7,7,,,,2,2,5,5,,,,,
La Pampa,RANCUL,Estatal,Rural,16,16,16,,,,,,9,14,10,7,8,4,11,9,,6,1,12,10,2,2,1,1,2,1,1,2,,1,11,3,1,,3,7,2,2,12,11,4,7,4,1,2,13,9,8,1,,,1,,6,2,,,,,
La Pampa,RANCUL,Estatal,Urbano,12,12,12,,,,,,11,11,9,6,10,6,9,6,,5,,11,7,3,3,3,2,2,2,3,3,,2,8,3,,,9,4,1,2,10,7,3,4,4,1,1,10,6,6,,,,4,4,7,3,,,,,
La Pampa,REALICO,Estatal,Rural,14,14,14,,,,,,14,14,10,6,12,10,11,10,,5,,14,13,1,2,,2,3,3,,1,,,9,5,,3,8,5,,,10,13,3,6,4,6,1,7,11,11,,,,4,4,8,4,,,,,
La Pampa,REALICO,Estatal,Urbano,15,15,15,,,,,,14,15,12,10,13,13,14,9,,7,1,15,10,4,5,3,4,6,5,3,4,,3,9,6,3,4,8,2,2,2,14,12,9,8,5,7,2,6,14,14,,,,7,6,11,9,,,,,
La Pampa,TOAY,Estatal,Urbano,12,12,12,,,,,,11,10,5,3,9,10,9,1,,1,1,9,7,4,3,,,1,2,1,1,,,11,,6,,4,1,3,1,8,9,6,8,3,3,,9,9,8,,1,,7,3,8,5,,,,,
La Pampa,TRENEL,Estatal,Rural,6,6,6,,,,,,6,5,3,4,3,3,4,4,,2,,5,4,1,,,,1,,1,,,,5,,1,,2,1,,2,4,5,,3,,1,1,4,2,2,,,,2,,3,,,,,,
La Pampa,UTRACAN,Estatal,Rural,14,14,14,,,,,,12,13,9,5,8,9,10,9,,2,,14,9,3,2,,,2,2,,3,,,10,,,1,4,2,4,,9,8,2,6,2,1,,13,6,6,,,,2,1,7,1,,,,,
La Pampa,UTRACAN,Estatal,Urbano,16,16,16,,,,,,16,16,10,7,14,15,13,11,,6,1,15,9,6,6,1,1,5,5,1,5,,2,13,2,7,3,8,,6,3,13,14,8,11,5,2,1,13,16,16,,,,6,3,14,8,,,,,
La Rioja,ARAUCO,Estatal,Rural,9,9,9,,,,,,5,5,2,1,5,4,5,3,,,,5,1,1,1,,,,,,,,,5,,,,1,2,,2,3,5,3,2,2,,,9,6,6,,,,3,1,5,,,,,,
La Rioja,ARAUCO,Estatal,Urbano,13,13,12,,,,,1,9,11,2,2,4,4,11,5,,1,1,11,3,5,5,,,,1,3,1,,1,12,,1,,7,1,2,2,12,9,9,6,7,1,1,11,4,4,,,,9,4,12,6,,,,,
La Rioja,CAPITAL,Estatal,Rural,26,26,25,,,,,1,18,19,7,4,7,11,21,11,,1,1,17,4,4,2,1,,,1,3,1,,,22,,2,1,4,15,1,1,19,18,8,12,2,,,26,16,16,,,,4,1,21,8,,,,,
La Rioja,CAPITAL,Estatal,Urbano,129,129,129,1,,,,,106,112,53,30,66,60,113,70,,36,7,108,43,45,35,13,6,21,19,19,19,,15,118,2,22,3,108,5,7,11,119,83,67,57,36,10,17,102,76,71,2,1,2,51,30,119,100,,,,,
La Rioja,CAPITAL,Privado,Urbano,29,29,29,,,,,,20,21,20,16,22,18,28,12,,10,1,29,5,,3,1,2,6,4,6,2,,1,1,27,10,3,23,2,3,5,28,27,15,20,11,,,29,16,11,2,3,,10,9,22,15,5,17,15,10,1
La Rioja,CASTRO BARROS,Estatal,Rural,15,15,15,,,,,,6,12,8,3,7,6,12,4,,2,2,10,4,2,4,2,3,3,3,3,1,,1,13,,,,10,3,,,13,8,5,5,4,,1,14,8,8,,,,4,2,12,6,,,,,
La Rioja,CHAMICAL,Estatal,Rural,28,27,23,,5,,,,20,15,6,4,8,9,19,10,,8,3,17,2,10,6,3,1,2,2,7,4,,2,13,,1,,3,10,1,,5,12,2,8,1,,1,27,11,10,,1,,4,,23,8,,,,,
La Rioja,CHAMICAL,Estatal,Urbano,14,14,14,,,,,,10,12,3,2,8,6,11,6,,2,1,12,1,3,3,,,4,1,1,2,,,13,,1,,12,1,1,,12,8,7,5,3,,,14,5,5,,,,5,2,14,11,,,,,
La Rioja,CHILECITO,Estatal,Rural,20,20,20,,,,,,12,17,8,2,8,6,15,7,,3,2,15,7,3,6,4,1,2,1,2,1,,1,15,,,1,5,4,3,3,12,10,4,7,3,,1,19,10,8,1,,1,5,3,17,7,,,,,
La Rioja,CHILECITO,Estatal,Urbano,39,39,39,,,,,,29,34,23,8,21,19,30,15,,6,5,34,17,15,13,3,3,11,10,7,8,,3,29,,5,4,23,3,2,1,29,20,15,15,15,7,2,30,17,13,,,4,21,13,36,24,,,,,
La Rioja,CORONEL FELIPE VARELA,Estatal,Rural,14,14,13,,1,,,,11,10,5,3,9,8,13,5,,1,,10,2,2,4,1,1,2,2,3,,,,11,,,,7,3,1,,9,6,3,2,2,,2,12,9,8,,,1,2,,10,4,,,,,
La Rioja,CORONEL FELIPE VARELA,Estatal,Urbano,12,12,12,,,,,,11,10,5,3,6,8,12,5,,4,3,9,5,3,2,1,,2,2,2,1,,1,12,,2,1,11,,1,2,12,11,9,11,5,1,,11,8,8,,,,5,4,12,7,,,,,
La Rioja,Enmascarado,Estatal,Rural,8,8,8,,,,,,4,4,2,1,4,4,5,3,,,1,4,,2,2,,,2,2,1,2,,,6,,1,,2,2,2,,6,5,3,3,2,,,8,3,3,,,,1,1,6,3,,,,,
La Rioja,Enmascarado,Estatal,Urbano,20,20,20,,,,,,18,18,10,4,11,14,20,7,,5,2,16,5,8,8,4,2,4,4,3,1,,3,20,,1,3,17,,2,1,20,19,11,15,6,1,,19,8,7,,,1,7,4,18,13,,,,,
La Rioja,Enmascarado,Privado,Rural,6,6,6,,,,,,1,2,2,,,,2,,,,1,2,1,,,,,,,,,,,2,,,,2,,,,2,1,1,1,1,,,6,1,,,,1,1,,3,2,,,,2,
La Rioja,Enmascarado,Privado,Urbano,11,11,11,,,,,,7,7,8,4,5,3,9,7,,2,1,9,3,5,3,2,1,2,2,3,2,,,7,2,1,3,6,1,,1,9,4,4,4,5,,,11,5,2,,1,2,6,5,10,7,1,4,3,3,2
La Rioja,FAMATINA,Estatal,Rural,31,31,31,,,,,,13,17,8,2,7,10,14,7,,2,2,13,9,6,5,1,,1,2,2,,,,23,,1,1,6,17,1,3,20,16,4,10,5,4,4,23,16,16,,,,5,3,21,5,,,,,
La Rioja,GENERAL ANGEL V PEÑALOZA,Estatal,Rural,26,26,26,,,,,,18,20,9,6,10,9,17,8,,3,2,17,6,6,5,1,,3,2,5,1,,1,20,,,,9,8,4,1,14,19,6,10,4,,2,24,17,17,,,,8,3,21,6,,,,,
La Rioja,GENERAL BELGRANO,Estatal,Rural,29,28,28,,,,,,21,25,9,10,17,10,23,15,,4,1,22,9,10,11,8,5,7,5,9,4,,,23,,1,,4,16,3,1,14,23,4,11,4,1,,28,6,6,,,,4,1,18,4,,,,,
La Rioja,GENERAL JUAN F QUIROGA,Estatal,Rural,37,35,33,,2,,,,26,28,14,7,20,16,26,21,,7,2,24,16,4,4,4,2,4,4,4,4,,1,21,,1,1,7,12,1,2,14,18,3,8,2,,1,36,20,20,,,,7,2,30,5,,,,,
La Rioja,GENERAL OCAMPO,Estatal,Rural,38,36,35,,1,,,,29,20,13,6,14,13,26,18,,2,,18,11,10,8,6,5,5,7,12,7,,1,20,,3,,7,11,,2,18,19,11,11,8,,1,37,6,4,,,2,11,2,27,7,,,,,
La Rioja,GENERAL SAN MARTIN,Estatal,Rural,39,39,37,,1,,,1,30,28,13,7,14,20,23,15,,7,2,29,6,7,7,2,2,4,3,7,3,,1,30,,1,,5,25,2,1,19,22,4,20,1,1,8,30,24,24,,,,9,,29,4,,,,,
La Rioja,GENERAL SAN MARTIN,Estatal,Urbano,7,7,7,,,,,,5,7,4,2,2,2,7,4,,1,2,6,5,1,3,1,1,2,1,2,3,,1,7,,1,1,3,1,1,,7,4,2,2,2,,3,4,3,3,,,,6,2,7,2,,,,,
La Rioja,INDEPENDENCIA,Estatal,Rural,14,14,14,,1,,,,10,10,4,1,8,6,11,7,,,,9,2,2,3,1,,2,2,4,3,,,10,,,,4,4,2,1,8,9,3,7,3,,2,12,6,6,,,,4,1,11,1,,,,,
La Rioja,ROSARIO VERA PEÑALOZA,Estatal,Rural,40,40,35,1,3,,,1,25,22,15,7,17,14,27,15,,,2,27,2,6,9,4,3,5,4,7,1,,,25,1,3,,4,16,2,5,17,23,8,18,4,1,5,34,11,11,,,,8,,26,8,,,,,
La Rioja,ROSARIO VERA PEÑALOZA,Estatal,Urbano,15,15,15,1,,,,,10,11,7,2,4,5,11,3,,2,4,12,7,6,4,1,1,3,4,1,1,,,15,,2,1,11,1,3,2,15,7,6,6,5,2,1,12,3,3,,,,4,2,15,11,,,,,
La Rioja,SAN BLAS DE LOS SAUCES,Estatal,Urbano,12,11,11,,,,,,5,8,3,7,7,6,7,9,,3,,7,2,,,,,,,1,2,,,12,,1,6,,4,2,,7,11,3,4,,1,1,10,4,4,,,,1,,6,5,,,,,
La Rioja,VINCHINA,Estatal,Rural,8,8,6,,2,,,,7,7,5,2,3,2,7,4,,2,1,6,2,2,,1,1,1,,1,,,1,8,,1,1,3,2,3,,7,8,5,5,3,,1,7,4,4,,,,2,1,8,3,,,,,
Mendoza,CAPITAL,Estatal,Urbano,85,85,85,,,,,,67,72,59,31,44,43,77,41,,15,11,79,38,23,16,10,6,15,16,17,10,,4,68,14,15,12,54,4,23,5,81,61,42,48,52,13,40,32,78,68,8,1,1,60,42,67,46,,,,,
Mendoza,CAPITAL,Privado,Urbano,96,96,96,,1,,,,71,77,56,54,72,63,86,57,,27,4,79,19,16,21,11,13,24,22,32,17,,7,10,79,28,22,47,9,16,13,89,69,47,61,56,5,,91,79,65,5,7,2,51,46,68,45,13,21,21,24,3
